publishedAt,title,videoId
2024-12-25T20:30:04Z,People only change when they feel like changing | Mel Robbins #Shorts,chNn93fUCTs
2024-12-24T20:30:00Z,The Let Them Theory is here! | Mel Robbins #Shorts,77bvZ35MWiA
2024-12-23T10:00:32Z,The One Tool to Transform Your Relationships: The Let Them Theory,U4h9-LIkvzA
2024-12-22T20:30:03Z,Two words to beat stress at the airport | Mel Robbins #Shorts,ToNC6rUMbQg
2024-12-20T20:30:03Z,What to say when someone belittles you | Mel Robbins #Shorts,VAmC1Punb7w
2024-12-19T10:00:24Z,The Top Expert Advice of the Year: The Best of the Mel Robbins Podcast,G84Zf1ZeHjY
2024-12-18T20:30:05Z,"You have to stop trying to \"fix\" people | Mel Robbins #Shorts",fjwVycM-Rdk
2024-12-17T20:30:02Z,Empathy: You're getting it wrong | Mel Robbins #Shorts,IjTjc7isOFc
2024-12-16T10:00:51Z,Harvard Psychologist Shares 6 Words That Will Change Your Family,j6sSGT30WEg
2024-12-15T20:30:03Z,If you don't want to do something... | Mel Robbins #Shorts,QZfdkIbgyFE
2024-12-13T23:00:28Z,Happiness in your life vs. with your life | Mel Robbins #Shorts,Q0_TI--P_Tc
2024-12-12T10:00:02Z,The Science of Well-Being: Powerful Happiness Hacks That 5 Million People Are Using,14-DJFPm1_4
2024-12-09T20:30:05Z,"Before you quit dating, watch this. | Mel Robbins #Shorts",Q7tam7AlVnY
2024-12-09T10:00:01Z,The Only Dating Advice You'll Ever Need,166lDfHQtZA
2024-12-08T20:30:04Z,If you feel exhausted by life... | Mel Robbins #Shorts,YyGzKBQbCpI
2024-12-06T20:30:09Z,"Stop Chasing \"The Spark\" with Dating | Mel Robbins #Shorts",h3OrRdz-imc
2024-12-05T10:00:25Z,To Anyone Going Through a Breakup: How to Heal a Broken Heart & Move On,GcJVygChaxA
2024-12-04T20:30:10Z,ADHD Hack: Pinch Your Brain | Mel Robbins #Shorts,lqjQUJtfyjw
2024-12-03T20:30:02Z,"Maybe, it's time to break up... | Mel Robbins #Shorts",Id9VBWc7dlA
2024-12-02T10:01:00Z,"5 Signs Of An Incompatible Relationship & 3 Signs You’ve Found “The One\"",qtQg09GLXVc
2024-12-01T20:30:01Z,This is why you feel stuck | Mel Robbins #Shorts,DbwPni9Kxjg
2024-11-28T10:00:45Z,"Unlock Your Brain’s Hidden Power: 6 Tools to Boost Focus, Confidence, and Creativity",jH1L2pXtPaw
2024-11-27T20:30:05Z,The 3 types of people you encounter in your life... | Mel Robbins #Shorts,ooiFlFF7wdk
2024-11-27T16:07:01Z,"Before you go see your family, remember THIS!",OJhw5tBzEyU
2024-11-26T21:30:08Z,It's not your job to manage people's emotions | Mel Robbins #Shorts,jvK6bj5S7Co
2024-11-25T10:00:31Z,The Simple Tool That Will Transform Your Family Dynamic,Pw1ohFfCPsg
2024-11-24T20:30:04Z,This is the simplest way to change your life | Mel Robbins #Shorts,W6kJJBJT3zY
2024-11-22T20:30:05Z,80% of all autoimmune diseases happen to women | Mel Robbins #Shorts,X2Bgpl4wYvs
2024-11-21T22:38:50Z,BIG ANNOUNCEMENT! You’re invited!,FcQi933IZuU
2024-11-21T10:00:32Z,"Dr. Gabor Maté: The Shocking Link Between ADHD, Addiction, Autoimmune Diseases, & Trauma",PLvCXIvgrGQ
2024-11-20T20:30:02Z,The REAL power of forgiveness | Mel Robbins #Shorts,FNI_YzLH_ZE
2024-11-19T20:30:05Z,"The next time you're at the store, try this! | Mel Robbins #Shorts",vGkdVUSnU-I
2024-11-18T10:00:41Z,The Real Reason You’re Exhausted: How To Gain Control of Your Time & Your Life,gStPBZVRVLc
2024-11-17T21:00:02Z,Give the people in your life the benefit of the doubt | Mel Robbins #Shorts,2Xb7hpwDX_M
2024-11-15T20:30:03Z,How to stop stressing about money | Mel Robbins #Shorts,PYxRsFg7Kqw
2024-11-14T10:00:49Z,The #1 Money Rule to Live By: Understand The Psychology of Money,eMuS6u7k3Lk
2024-11-13T20:30:01Z,"Don't get back in bed, get up! | Mel Robbins #Shorts",KdLCPT-dP1U
2024-11-12T20:30:01Z,Your phone is stealing your dopamine | Mel Robbins #Shorts,JBzwJ3wS0JM
2024-11-12T17:27:39Z,How to let go of what you can’t control.,CGvfAoFsdEk
2024-11-11T10:01:00Z,3 Truths You Need to Hear: The Best Expert Advice to Unlock Your Potential,vic1wX8_h34
2024-11-10T20:30:04Z,2 Tools I use if I wake up feeling stressed out | Mel Robbins #Shorts,_K0Oj-H04eM
2024-11-08T20:30:09Z,This is what an enlightened being looks like | Mel Robbins #Shorts,h2yVBeLE8KM
2024-11-07T10:01:05Z,The Science Of Spiritual Experiences: How To Rewire Your Brain For More Happiness & Purpose,zVXOyp0q9pA
2024-11-06T20:30:01Z,Two words that will unlock your confidence | Mel Robbins #Shorts,DGGOnrys5Gc
2024-11-05T20:30:00Z,Watch this if you dread waking up in the morning | Mel Robbins #Shorts,-_hO9KxiOMA
2024-11-04T10:00:54Z,How to Let Go of What You Can’t Control & Redirect Your Energy,zF27t4hYM0Y
2024-11-03T20:30:00Z,6 Magic words that stop anxiety | Mel Robbins #Shorts,6f1yur4_6tI
2024-11-01T19:30:04Z,What to say to someone who is struggling | Mel Robbins #Shorts,mpRMrq3aHYg
2024-10-31T09:00:12Z,"Don’t Learn This Too Late: Make An Authentic Life Now, By Getting Real About The End",BDjgt8xRs48
2024-10-30T19:30:06Z,POV: You just finished writing your book | Mel Robbins #Shorts,oSiJav1npAs
2024-10-30T15:24:01Z,Stop wasting your life.,CVkUEBGImI8
2024-10-29T19:30:02Z,The best piece of relationship advice I have | Mel Robbins #Shorts,Q5cs6yaW088
2024-10-28T09:00:14Z,How To Create Better Relationships: 6 Surprising Lessons From 30 Years Of Marriage,HfNw_w62uBo
