publishedAt,title,videoId
2023-11-06T10:00:10Z,This Teen Cracked the Code on Anxiety and Teaches You How He Did It | Mel Robbins Podcast,7nP7GUVydPE
2023-11-05T20:00:04Z,Attention Is Your Superpower | Mel Robbins #Shorts,AxZbr4rlAu0
2023-11-03T19:00:29Z,Don't Let Fear Ruin Your Life | Mel Robbins #Shorts,wB35p0ScdWI
2023-11-02T19:00:00Z,Neuroscientist Says Your Brain Needs A Deep Clean | Mel Robbins #Shorts,a7_mHDMUgGU
2023-11-02T09:00:31Z,"Dr. Gina Poe: How To Get Better Sleep And Boost Your Learning, Memory & Energy | Mel Robbins Podcast",_0FHxJLe9Ns
2023-11-01T19:00:40Z,You Are About To Walk Into The Best Chapter Of Your Life | Mel Robbins #Shorts,z9O8zVItEdQ
2023-10-30T19:00:07Z,Dr. Lyon: Eat More Protein To Lose Weight | Mel Robbins #Shorts,6IidJd5UbJ0
2023-10-30T09:00:08Z,Simple Steps To Losing Weight & Feeling Better: The Science of Lifting Weights | Mel Robbins Podcast,F4jxN4v50iI
2023-10-29T19:00:22Z,Struggling with confidence? Watch this | Mel Robbins #Shorts,jcJYNlm2fLE
2023-10-26T19:00:19Z,5 Signs You’re Addicted To Stress | Mel Robbins #Shorts,Vcp6uEipsxc
2023-10-26T09:00:40Z,"6 Signs You Are Addicted to Stress, According to a Psychologist | The Mel Robbins Podcast",punx8WL5_-s
2023-10-25T19:00:29Z,Your dreams are NOT too big | Mel Robbins #Shorts,sAoDNMQArxI
2023-10-23T19:00:24Z,STOP Looking At Your Ex's Social Media | Mel Robbins #Shorts,VQ46Y6C-FtU
2023-10-23T09:00:39Z,“I Can’t Stop Stalking My Ex Online. How Do I Stop?” How To Move On For Good | Mel Robbins Podcast,sQTCphkl3oA
2023-10-22T19:00:22Z,Find The Courage To Let Go | Mel Robbins #Shorts,_LxvYcAzm18
2023-10-20T19:00:21Z,Keep The Promises You Make To Yourself | Mel Robbins #Shorts,Rl8oB1a2jVE
2023-10-19T19:00:08Z,I Didn’t Expect THIS Sex Advice | Mel Robbins #Shorts,Dnfmr6l7fa4
2023-10-19T09:00:10Z,"How to Have the Best Sex of Your Life: Even if You Are Tired, Single… or Not in the Mood",GqPgnUvgJB0
2023-10-18T19:00:24Z,YOU Are Not The Problem | Mel Robbins #Shorts,VN1UrrxEZtg
2023-10-16T19:00:25Z,Everybody that you love right now was once a stranger… | Mel Robbins #Shorts,ze-l0fYszVQ
2023-10-16T09:00:30Z,Five Ways I’m Finding Hope and Strength Right Now | The Mel Robbins Podcast,Z_8OVjNJF0U
2023-10-13T16:31:52Z,How I’m Getting Through This Extremely Scary Moment Right Now | Mel Robbins,ixo-dgpx66k
2023-10-12T19:00:19Z,Healing words you need right now | Mel Robbins #Shorts,lLTbqp7xOCY
2023-10-12T09:00:17Z,Conquer Overwhelm: Your Ultimate Guide to Inner Peace [ENCORE] | The Mel Robbins Podcast,Smw75yVM_m4
2023-10-11T19:00:25Z,4 Sneaky Ways People Are Disrespecting You | Mel Robbins #Shorts,xi6WnTKfGQQ
2023-10-10T21:30:01Z,Remember THIS When The World Feels Overwhelming | The Mel Robbins Podcast,2CluLkJMmsE
2023-10-09T19:00:19Z,THIS is how you start your week off strong | Mel Robbins #Shorts,cNW_LFvPoz8
2023-10-09T09:00:07Z,Your Toolkit for Preventing Burnout and Improving Resilience In Tough Times | Mel Robbins Podcast,9vsA0XqYc0A
2023-10-08T19:00:00Z,I had to share this embarrassing moment... | Mel Robbins #Shorts,a5g8PIndF34
2023-10-06T19:00:18Z,If you always have to be the bigger person... | Mel Robbins #Shorts,P82wn9uvSIg
2023-10-05T19:00:17Z,The Power of Trusting Your Gut | Mel Robbins #Shorts,MFHgGa9r4EA
2023-10-05T11:51:52Z,How to Live a Life of Purpose According to World-Renowned Psychic Medium | The Mel Robbins Podcast,zOGJ85J7gsA
2023-10-04T19:00:29Z,2 Things that are ALWAYS more important than being liked | Mel Robbins #Shorts,xKFc7vbQMKk
2023-10-02T19:00:31Z,You can create change | Mel Robbins #Shorts,p9-riP1Zv4A
2023-10-02T09:00:03Z,You Can Make a Difference: Remarkable Story To Inspire You to Do Something Big | Mel Robbins Podcast,797GbDqRrYQ
2023-10-01T19:00:18Z,"When it comes to other people, remember THIS! | Mel Robbins #Shorts",_5dnIMadLFA
2023-09-29T19:00:17Z,You need this reminder | Mel Robbins #Shorts,Q0IDeYW3cl4
2023-09-28T19:00:31Z,6 Magic words to stop anxiety | Mel Robbins #Shorts,W81Nb3o-nWg
2023-09-28T09:00:03Z,6 Magic Words That Stop Anxiety & Overwhelm | The Mel Robbins Podcast,63P5Cv9MSFE
2023-09-27T19:00:30Z,5 Things You Should Never Do For Your Mental Health From a Psychiatrist | Mel Robbins #Shorts,c3vDPLLkEHc
2023-09-25T19:00:04Z,It’s okay to end that friendship | Mel Robbins #Shorts,4NyPiKJsQ6I
2023-09-25T09:00:37Z,"Answering Your Questions on Friendship, Therapy, Boundaries, And More | The Mel Robbins Podcast",rRB93MwkfVk
2023-09-24T19:00:13Z,The “Let Them Theory” has changed my life and it will change yours too. | Mel Robbins #Shorts,FzYNBA7cU6s
2023-09-22T19:00:25Z,"When family drama starts, don’t allow yourself to get sucked into it. | Mel Robbins #Shorts",uNaxZM5xpao
2023-09-21T19:00:14Z,3 Foods To STOP Eating For Better Health | Mel Robbins #Shorts,RtqyCa73wYc
2023-09-21T09:00:32Z,THIS Is Why Intermittent Fasting Never Worked For You | The Mel Robbins Podcast,bt1vPBptL94
2023-09-20T19:00:24Z,Make this SIMPLE change to your morning routine | Mel Robbins #Shorts,SoJ1U9EmO5k
2023-09-18T19:00:17Z,5 Shocking Benefits of Intermittent Fasting (According to a Medical Expert) | Mel Robbins #Shorts,_zjs2EupVJE
2023-09-18T09:00:18Z,"How to Lose Weight, Boost Energy, & Live Longer with Intermittent Fasting | Mel Robbins Podcast",dRlywtji5ZU
2023-09-17T19:00:30Z,You're One Decision Away From A Different Life | Mel Robbins #Shorts,oW8XWwiNrtc
2023-09-15T19:00:13Z,Are you walking on eggshells in your relationship? | Mel Robbins #Shorts,HL_HrPx6FT4
2023-09-14T19:00:03Z,You Won’t Believe What I Said To My Dyslexic Son | Mel Robbins #Shorts,B7f-LCl6Fp0
2023-09-14T09:00:07Z,"The Ultimate Guide to Friendship, Self-Esteem, & Anxiety W/ My 18 Year Old Son | Mel Robbins Podcast",7dKEAoHQ9K4
2023-09-13T19:00:15Z,"If you don't consider yourself a morning person, use this tip. | Mel Robbins #Shorts",Si3fxJeK9yo
2023-09-11T19:00:13Z,"\"I hate how I look. What do I do?\" | Mel Robbins #Shorts",TBOsKlU23cQ
2023-09-11T09:00:24Z,10 Genius Hacks To Keep Your Home Organized (When Getting Out Of Bed Is Hard) | Mel Robbins Podcast,hLGT9ZmkRb4
2023-09-10T19:00:18Z,Doctor Reveals 4 Proven Ways To Lose Menopause Weight | Mel Robbins #Shorts,TwYCJI8POTQ
2023-09-08T19:00:32Z,"Before you waste another day of your life, watch this. | Mel Robbins #Shorts",ijprmdiPL4k
2023-09-07T19:00:17Z,The “Cycle Theory” About Laundry Will Change Your Life | Mel Robbins #Shorts,_uyqd2hViGE
2023-09-07T09:00:07Z,What To Do When Your House Is A Mess (And You Can't Function) | The Mel Robbins Podcast,EWm1Usbv0pA
2023-09-06T19:00:31Z,Stop worrying about the big stuff | Mel Robbins #Shorts,o9ep17ZxT5E
2023-09-04T19:00:03Z,"Find a way, not an excuse. | Mel Robbins #Shorts",5luOh_7EfAo
2023-09-04T09:00:42Z,The Most Important Wake-Up Call You’ll Ever Hear,ytdBRV37YjQ
2023-09-03T19:00:26Z,Here's a mindset trick for you... | Mel Robbins #Shorts,X_5Y0gRJEyk
2023-09-01T19:00:17Z,A Harvard Professor's Simple Approach To Anxiety | Mel Robbins #Shorts,ZPA8VNst-Hg
2023-08-31T19:00:06Z,Your past is a lesson | Mel Robbins #Shorts,CV3NHCS6kkU
2023-08-31T09:00:30Z,The Surprising Psychology Behind the Secrets Everyone Keeps | The Mel Robbins Podcast,RDJg3IpYC1Q
2023-08-30T19:00:01Z,"Why you need to try \"slithering out of bed\" | Mel Robbins #Shorts",1hjb_myV6yc
2023-08-28T19:00:18Z,6 Secrets To A Happy Life From An 85 Year Old Bada$$ | Mel Robbins #Shorts,o_4W5R_826g
2023-08-28T09:00:17Z,7 Longevity Secrets From My Rockstar 85 Year Old Mother-in-Law | The Mel Robbins Podcast,UXazmvQl-58
2023-08-27T19:00:01Z,"Instead of pouring yourself a drink, watch this. | Mel Robbins #Shorts",3rQV-PZYPZE
2023-08-25T19:00:06Z,"If you're having a hard day, watch this. | Mel Robbins #Shorts",GA39ZEKwRII
2023-08-24T19:00:04Z,I can't believe THIS hack instantly lowered my stress | Mel Robbins #Shorts,8ZkD4i2GxHI
2023-08-24T09:00:18Z,Improve Your Breathing for Better Health From #1 Breath Expert In The World | Mel Robbins Podcast,Vcj61HKHKuc
2023-08-23T19:00:32Z,The best days of your life are ahead of you | Mel Robbins #Shorts,u0UOQ22wHJw
2023-08-21T19:00:24Z,"The Biggest \"College Drop-Off\" Mistake... | Mel Robbins #Shorts",XA-ADwfV9X8
2023-08-21T09:00:34Z,College Drop Off: 6 Steps to Navigating Any Major Change Like a Pro | The Mel Robbins Podcast,junoxkPFNnk
2023-08-20T19:00:26Z,5 Ways to compliment someone WITHOUT mentioning their looks | Mel Robbins #Shorts,zIXhBFFhSI0
2023-08-18T19:00:13Z,3 Truths about Change | Mel Robbins #Shorts,TgqCR_7K828
2023-08-17T19:00:20Z,Silence Imposter Syndrome With THESE 4 Words | Mel Robbins #Shorts,olFIJIr4Ndc
2023-08-17T09:00:10Z,These 4 Words Will Silence Your Self-Doubt: A Life-Changing Conversation | The Mel Robbins Podcast,GjKu3JMY9pM
2023-08-16T19:00:30Z,The Pep Talk You Need | Mel Robbins #Shorts,lSBP4KlUfYA
2023-08-14T19:00:09Z,5 Important things to remember about experiencing a traumatic event | Mel Robbins #Shorts,OM5RCp6XqhU
2023-08-14T09:00:43Z,Something Scary Happened The Other Day and I Wanted To Talk To You About It | Mel Robbins Podcast,wUjQauuNoHk
2023-08-13T19:00:16Z,No mask can be worn forever | Mel Robbins #Shorts,nd4zEiQLjTk
